item_id,item_name,category,folder,grade,tier,badge_grade,archetype,icon_path,file_exists
eq_010,灵品极品腰带,装备,equip,灵品,low,灵品,belt,res://icon/equip/eq_010.png,Y
eq_011,灵品下品靴子,装备,equip,灵品,low,灵品,boot,res://icon/equip/eq_011.png,Y
eq_012,灵品中品饰品,装备,equip,灵品,low,灵品,accessory,res://icon/equip/eq_012.png,Y
eq_013,宝品下品头盔,装备,equip,宝品,mid,宝品,helmet,res://icon/equip/eq_013.png,Y
eq_014,宝品中品护腕,装备,equip,宝品,mid,宝品,bracer,res://icon/equip/eq_014.png,Y
eq_015,宝品上品腰带,装备,equip,宝品,mid,宝品,belt,res://icon/equip/eq_015.png,Y
eq_016,宝品极品靴子,装备,equip,宝品,mid,宝品,boot,res://icon/equip/eq_016.png,Y
eq_017,宝品下品饰品,装备,equip,宝品,mid,宝品,accessory,res://icon/equip/eq_017.png,Y
eq_018,宝品中品武器,装备,equip,宝品,mid,宝品,weapon,res://icon/equip/eq_018.png,Y
eq_019,王品下品护腕,装备,equip,王品,mid,王品,bracer,res://icon/equip/eq_019.png,Y
eq_020,王品中品腰带,装备,equip,王品,mid,王品,belt,res://icon/equip/eq_020.png,Y
eq_021,王品上品靴子,装备,equip,王品,mid,王品,boot,res://icon/equip/eq_021.png,Y
eq_022,王品极品饰品,装备,equip,王品,mid,王品,accessory,res://icon/equip/eq_022.png,Y
eq_023,王品下品武器,装备,equip,王品,mid,王品,weapon,res://icon/equip/eq_023.png,Y
eq_024,王品中品法袍,装备,equip,王品,mid,王品,robe,res://icon/equip/eq_024.png,Y
eq_025,圣品下品腰带,装备,equip,圣品,mid,圣品,belt,res://icon/equip/eq_025.png,Y
eq_026,圣品中品靴子,装备,equip,圣品,mid,圣品,boot,res://icon/equip/eq_026.png,Y
eq_027,圣品上品饰品,装备,equip,圣品,mid,圣品,accessory,res://icon/equip/eq_027.png,Y
eq_028,圣品极品武器,装备,equip,圣品,mid,圣品,weapon,res://icon/equip/eq_028.png,Y
eq_029,圣品下品法袍,装备,equip,圣品,mid,圣品,robe,res://icon/equip/eq_029.png,Y
eq_030,圣品中品头盔,装备,equip,圣品,mid,圣品,helmet,res://icon/equip/eq_030.png,Y
eq_031,仙品下品靴子,装备,equip,仙品,high,仙品,boot,res://icon/equip/eq_031.png,Y
eq_032,仙品中品饰品,装备,equip,仙品,high,仙品,accessory,res://icon/equip/eq_032.png,Y
eq_033,仙品上品武器,装备,equip,仙品,high,仙品,weapon,res://icon/equip/eq_033.png,Y
eq_034,仙品极品法袍,装备,equip,仙品,high,仙品,robe,res://icon/equip/eq_034.png,Y
eq_035,仙品下品头盔,装备,equip,仙品,high,仙品,helmet,res://icon/equip/eq_035.png,Y
eq_036,仙品中品护腕,装备,equip,仙品,high,仙品,bracer,res://icon/equip/eq_036.png,Y
eq_037,仙品上品腰带,装备,equip,仙品,high,仙品,belt,res://icon/equip/eq_037.png,Y
eq_038,道品下品饰品,装备,equip,道品,high,道品,accessory,res://icon/equip/eq_038.png,Y
eq_039,道品中品武器,装备,equip,道品,high,道品,weapon,res://icon/equip/eq_039.png,Y
eq_040,道品上品法袍,装备,equip,道品,high,道品,robe,res://icon/equip/eq_040.png,Y
eq_041,道品极品头盔,装备,equip,道品,high,道品,helmet,res://icon/equip/eq_041.png,Y
eq_042,道品下品护腕,装备,equip,道品,high,道品,bracer,res://icon/equip/eq_042.png,Y
eq_043,道品中品腰带,装备,equip,道品,high,道品,belt,res://icon/equip/eq_043.png,Y
eq_044,道品上品靴子,装备,equip,道品,high,道品,boot,res://icon/equip/eq_044.png,Y
eq_045,凡品下品法宝,装备,equip,凡品,low,凡品,weapon,res://icon/equip/eq_045.png,Y
bp_001,凡品下品装备图纸,装备图纸,equip_blueprint,凡品,low,凡品,blueprint,res://icon/equip_blueprint/bp_001.png,Y
bp_002,凡品中品装备图纸,装备图纸,equip_blueprint,凡品,low,凡品,blueprint,res://icon/equip_blueprint/bp_002.png,Y
bp_003,凡品上品装备图纸,装备图纸,equip_blueprint,凡品,low,凡品,blueprint,res://icon/equip_blueprint/bp_003.png,Y
bp_004,灵品下品装备图纸,装备图纸,equip_blueprint,灵品,low,灵品,blueprint,res://icon/equip_blueprint/bp_004.png,Y
bp_005,灵品中品装备图纸,装备图纸,equip_blueprint,灵品,low,灵品,blueprint,res://icon/equip_blueprint/bp_005.png,Y
bp_006,灵品上品装备图纸,装备图纸,equip_blueprint,灵品,low,灵品,blueprint,res://icon/equip_blueprint/bp_006.png,Y
bp_007,宝品下品装备图纸,装备图纸,equip_blueprint,宝品,mid,宝品,blueprint,res://icon/equip_blueprint/bp_007.png,Y
bp_008,宝品中品装备图纸,装备图纸,equip_blueprint,宝品,mid,宝品,blueprint,res://icon/equip_blueprint/bp_008.png,Y
bp_009,宝品上品装备图纸,装备图纸,equip_blueprint,宝品,mid,宝品,blueprint,res://icon/equip_blueprint/bp_009.png,Y
bp_010,王品下品装备图纸,装备图纸,equip_blueprint,王品,mid,王品,blueprint,res://icon/equip_blueprint/bp_010.png,Y
bp_011,王品中品装备图纸,装备图纸,equip_blueprint,王品,mid,王品,blueprint,res://icon/equip_blueprint/bp_011.png,Y
bp_012,王品上品装备图纸,装备图纸,equip_blueprint,王品,mid,王品,blueprint,res://icon/equip_blueprint/bp_012.png,Y
bp_013,圣品下品装备图纸,装备图纸,equip_blueprint,圣品,mid,圣品,blueprint,res://icon/equip_blueprint/bp_013.png,Y
bp_014,圣品中品装备图纸,装备图纸,equip_blueprint,圣品,mid,圣品,blueprint,res://icon/equip_blueprint/bp_014.png,Y
bp_015,圣品上品装备图纸,装备图纸,equip_blueprint,圣品,mid,圣品,blueprint,res://icon/equip_blueprint/bp_015.png,Y
bp_016,仙品下品装备图纸,装备图纸,equip_blueprint,仙品,high,仙品,blueprint,res://icon/equip_blueprint/bp_016.png,Y
bp_017,仙品中品装备图纸,装备图纸,equip_blueprint,仙品,high,仙品,blueprint,res://icon/equip_blueprint/bp_017.png,Y
bp_018,道品下品装备图纸,装备图纸,equip_blueprint,道品,high,道品,blueprint,res://icon/equip_blueprint/bp_018.png,Y
bp_019,道品中品装备图纸,装备图纸,equip_blueprint,道品,high,道品,blueprint,res://icon/equip_blueprint/bp_019.png,Y
set_001_下品,青锋套,装备套装,equip_set,凡品,low,凡品,setpiece,res://icon/equip_set/set_001_下品.png,Y
set_001_中品,青锋套,装备套装,equip_set,凡品,low,凡品,setpiece,res://icon/equip_set/set_001_中品.png,Y
set_001_上品,青锋套,装备套装,equip_set,凡品,low,凡品,setpiece,res://icon/equip_set/set_001_上品.png,Y
set_001_极品,青锋套,装备套装,equip_set,凡品,low,凡品,setpiece,res://icon/equip_set/set_001_极品.png,Y
set_002_下品,玄灵套,装备套装,equip_set,灵品,low,灵品,setpiece,res://icon/equip_set/set_002_下品.png,Y
set_002_中品,玄灵套,装备套装,equip_set,灵品,low,灵品,setpiece,res://icon/equip_set/set_002_中品.png,Y
set_002_上品,玄灵套,装备套装,equip_set,灵品,low,灵品,setpiece,res://icon/equip_set/set_002_上品.png,Y
set_002_极品,玄灵套,装备套装,equip_set,灵品,low,灵品,setpiece,res://icon/equip_set/set_002_极品.png,Y
set_003_下品,玄金套,装备套装,equip_set,宝品,mid,宝品,setpiece,res://icon/equip_set/set_003_下品.png,Y
set_003_中品,玄金套,装备套装,equip_set,宝品,mid,宝品,setpiece,res://icon/equip_set/set_003_中品.png,Y
set_003_上品,玄金套,装备套装,equip_set,宝品,mid,宝品,setpiece,res://icon/equip_set/set_003_上品.png,Y
set_003_极品,玄金套,装备套装,equip_set,宝品,mid,宝品,setpiece,res://icon/equip_set/set_003_极品.png,Y
set_004_下品,裂山套,装备套装,equip_set,宝品,mid,宝品,setpiece,res://icon/equip_set/set_004_下品.png,Y
set_004_中品,裂山套,装备套装,equip_set,宝品,mid,宝品,setpiece,res://icon/equip_set/set_004_中品.png,Y
set_004_上品,裂山套,装备套装,equip_set,宝品,mid,宝品,setpiece,res://icon/equip_set/set_004_上品.png,Y
set_004_极品,裂山套,装备套装,equip_set,宝品,mid,宝品,setpiece,res://icon/equip_set/set_004_极品.png,Y
set_005_下品,紫焰套,装备套装,equip_set,宝品,mid,宝品,setpiece,res://icon/equip_set/set_005_下品.png,Y
set_005_中品,紫焰套,装备套装,equip_set,宝品,mid,宝品,setpiece,res://icon/equip_set/set_005_中品.png,Y
set_005_上品,紫焰套,装备套装,equip_set,宝品,mid,宝品,setpiece,res://icon/equip_set/set_005_上品.png,Y
set_005_极品,紫焰套,装备套装,equip_set,宝品,mid,宝品,setpiece,res://icon/equip_set/set_005_极品.png,Y
set_006_下品,太虚套,装备套装,equip_set,王品,mid,王品,setpiece,res://icon/equip_set/set_006_下品.png,Y
set_006_中品,太虚套,装备套装,equip_set,王品,mid,王品,setpiece,res://icon/equip_set/set_006_中品.png,Y
set_006_上品,太虚套,装备套装,equip_set,王品,mid,王品,setpiece,res://icon/equip_set/set_006_上品.png,Y
set_006_极品,太虚套,装备套装,equip_set,王品,mid,王品,setpiece,res://icon/equip_set/set_006_极品.png,Y
set_007_下品,破军套,装备套装,equip_set,王品,mid,王品,setpiece,res://icon/equip_set/set_007_下品.png,Y
set_007_中品,破军套,装备套装,equip_set,王品,mid,王品,setpiece,res://icon/equip_set/set_007_中品.png,Y
set_007_上品,破军套,装备套装,equip_set,王品,mid,王品,setpiece,res://icon/equip_set/set_007_上品.png,Y
set_007_极品,破军套,装备套装,equip_set,王品,mid,王品,setpiece,res://icon/equip_set/set_007_极品.png,Y
set_008_下品,玄冥套,装备套装,equip_set,王品,mid,王品,setpiece,res://icon/equip_set/set_008_下品.png,Y
set_008_中品,玄冥套,装备套装,equip_set,王品,mid,王品,setpiece,res://icon/equip_set/set_008_中品.png,Y
set_008_上品,玄冥套,装备套装,equip_set,王品,mid,王品,setpiece,res://icon/equip_set/set_008_上品.png,Y
set_008_极品,玄冥套,装备套装,equip_set,王品,mid,王品,setpiece,res://icon/equip_set/set_008_极品.png,Y
set_009_下品,玄黄套,装备套装,equip_set,王品,mid,王品,setpiece,res://icon/equip_set/set_009_下品.png,Y
set_009_中品,玄黄套,装备套装,equip_set,王品,mid,王品,setpiece,res://icon/equip_set/set_009_中品.png,Y
set_009_上品,玄黄套,装备套装,equip_set,王品,mid,王品,setpiece,res://icon/equip_set/set_009_上品.png,Y
set_009_极品,玄黄套,装备套装,equip_set,王品,mid,王品,setpiece,res://icon/equip_set/set_009_极品.png,Y
sk_001,凡品下品斩风诀,功法,skill,凡品,low,凡品,scripture,res://icon/skill/sk_001.png,Y
sk_002,凡品中品寒冰锁,功法,skill,凡品,low,凡品,scripture,res://icon/skill/sk_002.png,Y
sk_003,凡品上品守元术,功法,skill,凡品,low,凡品,scripture,res://icon/skill/sk_003.png,Y
sk_004,凡品极品太初经,功法,skill,凡品,low,凡品,scripture,res://icon/skill/sk_004.png,Y
sk_005,凡品下品斩风诀,功法,skill,凡品,low,凡品,scripture,res://icon/skill/sk_005.png,Y
sk_006,凡品中品寒冰锁,功法,skill,凡品,low,凡品,scripture,res://icon/skill/sk_006.png,Y
sk_007,灵品下品寒冰锁,功法,skill,灵品,low,灵品,scripture,res://icon/skill/sk_007.png,Y
sk_008,灵品中品守元术,功法,skill,灵品,low,灵品,scripture,res://icon/skill/sk_008.png,Y
sk_009,灵品上品太初经,功法,skill,灵品,low,灵品,scripture,res://icon/skill/sk_009.png,Y
sk_010,灵品极品斩风诀,功法,skill,灵品,low,灵品,scripture,res://icon/skill/sk_010.png,Y
sk_011,灵品下品寒冰锁,功法,skill,灵品,low,灵品,scripture,res://icon/skill/sk_011.png,Y
sk_012,灵品中品守元术,功法,skill,灵品,low,灵品,scripture,res://icon/skill/sk_012.png,Y
sk_013,宝品下品守元术,功法,skill,宝品,mid,宝品,scripture,res://icon/skill/sk_013.png,Y
sk_014,宝品中品太初经,功法,skill,宝品,mid,宝品,scripture,res://icon/skill/sk_014.png,Y
sk_015,宝品上品斩风诀,功法,skill,宝品,mid,宝品,scripture,res://icon/skill/sk_015.png,Y
sk_016,宝品极品寒冰锁,功法,skill,宝品,mid,宝品,scripture,res://icon/skill/sk_016.png,Y
sk_017,宝品下品守元术,功法,skill,宝品,mid,宝品,scripture,res://icon/skill/sk_017.png,Y
sk_018,宝品中品太初经,功法,skill,宝品,mid,宝品,scripture,res://icon/skill/sk_018.png,Y
sk_019,王品下品太初经,功法,skill,王品,mid,王品,scripture,res://icon/skill/sk_019.png,Y
sk_020,王品中品斩风诀,功法,skill,王品,mid,王品,scripture,res://icon/skill/sk_020.png,Y
sk_021,王品上品寒冰锁,功法,skill,王品,mid,王品,scripture,res://icon/skill/sk_021.png,Y
sk_022,王品极品守元术,功法,skill,王品,mid,王品,scripture,res://icon/skill/sk_022.png,Y
sk_023,王品下品太初经,功法,skill,王品,mid,王品,scripture,res://icon/skill/sk_023.png,Y
sk_024,王品中品斩风诀,功法,skill,王品,mid,王品,scripture,res://icon/skill/sk_024.png,Y
sk_025,圣品下品斩风诀,功法,skill,圣品,mid,圣品,scripture,res://icon/skill/sk_025.png,Y
sk_026,圣品中品寒冰锁,功法,skill,圣品,mid,圣品,scripture,res://icon/skill/sk_026.png,Y
sk_027,圣品上品守元术,功法,skill,圣品,mid,圣品,scripture,res://icon/skill/sk_027.png,Y
sk_028,圣品极品太初经,功法,skill,圣品,mid,圣品,scripture,res://icon/skill/sk_028.png,Y
sk_029,圣品下品斩风诀,功法,skill,圣品,mid,圣品,scripture,res://icon/skill/sk_029.png,Y
sk_030,仙品下品寒冰锁,功法,skill,仙品,high,仙品,scripture,res://icon/skill/sk_030.png,Y
sk_031,仙品中品守元术,功法,skill,仙品,high,仙品,scripture,res://icon/skill/sk_031.png,Y
sk_032,仙品上品太初经,功法,skill,仙品,high,仙品,scripture,res://icon/skill/sk_032.png,Y
sk_033,仙品极品斩风诀,功法,skill,仙品,high,仙品,scripture,res://icon/skill/sk_033.png,Y
sk_034,仙品下品寒冰锁,功法,skill,仙品,high,仙品,scripture,res://icon/skill/sk_034.png,Y
sk_035,道品下品守元术,功法,skill,道品,high,道品,scripture,res://icon/skill/sk_035.png,Y
sk_036,道品中品太初经,功法,skill,道品,high,道品,scripture,res://icon/skill/sk_036.png,Y
sk_037,道品上品斩风诀,功法,skill,道品,high,道品,scripture,res://icon/skill/sk_037.png,Y
sk_038,道品极品寒冰锁,功法,skill,道品,high,道品,scripture,res://icon/skill/sk_038.png,Y
sk_039,道品下品守元术,功法,skill,道品,high,道品,scripture,res://icon/skill/sk_039.png,Y
item_015,阵纹碎片,阵图/碎片,array,凡品,low,凡品,array_book,res://icon/array/item_015.png,Y
item_016,五行聚灵阵图,阵图/碎片,array,凡品,low,凡品,array_book,res://icon/array/book/item_016.png,Y
item_017,金锋御敌阵图,阵图/碎片,array,凡品,low,凡品,array_book,res://icon/array/book/item_017.png,Y
item_018,玄龟守元阵图,阵图/碎片,array,凡品,low,凡品,array_book,res://icon/array/book/item_018.png,Y
item_019,疾风掠影阵图,阵图/碎片,array,凡品,low,凡品,array_book,res://icon/array/book/item_019.png,Y
