seq_id,asset_id,file_path,avatar_paths,element,personality,aptitude,gender,hair,face_feature,accessory_material,seed,pose_ref,depth_ref,depth_strength,ip_ref,ip_strength,qc_crop,qc_face,batch,face_center_x,face_center_y,avatar_crop_x,avatar_crop_y,avatar_size,detect_method,backend,status,time_cost_s
jin_bao_elite_01,jin_bao_elite,../out_dryrun_full\jin\bao\elite\disciple_jin_bao_elite_01.png,,金,暴躁,精英,女子,短发微乱带额发,饱满天庭,银丝缠绕,20260740,../弟子立绘/pose\pose_bao_女_stand.png,../弟子立绘/depth\depth_bao_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
jin_bao_top_01,jin_bao_top,../out_dryrun_full\jin\bao\top\disciple_jin_bao_top_01.png,,金,暴躁,顶级,女子,半剃短发硬朗,高挺鼻梁,宝石嵌饰,20260741,../弟子立绘/pose\pose_bao_女_stand.png,../弟子立绘/depth\depth_bao_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
jin_wen_common_01,jin_wen_common,../out_dryrun_full\jin\wen\common\disciple_jin_wen_common_01.png,,金,温润,普通,男子,低挽发髻木簪斜插,清瘦面颊,木纹肌理,20260742,../弟子立绘/pose\pose_wen_男_stand.png,../弟子立绘/depth\depth_wen_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
jin_wen_elite_01,jin_wen_elite,../out_dryrun_full\jin\wen\elite\disciple_jin_wen_elite_01.png,,金,温润,精英,男子,侧分柔顺披发,饱满天庭,银丝缠绕,20260743,../弟子立绘/pose\pose_wen_男_stand.png,../弟子立绘/depth\depth_wen_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
jin_wen_top_01,jin_wen_top,../out_dryrun_full\jin\wen\top\disciple_jin_wen_top_01.png,,金,温润,顶级,男子,低挽发髻木簪斜插,饱满天庭,银丝缠绕,20260744,../弟子立绘/pose\pose_wen_男_stand.png,../弟子立绘/depth\depth_wen_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
jin_jiao_common_01,jin_jiao_common,../out_dryrun_full\jin\jiao\common\disciple_jin_jiao_common_01.png,,金,狡黠,普通,女子,不对称半扎发,清晰下颌线,宝石嵌饰,20260745,../弟子立绘/pose\pose_jiao_女_stand.png,../弟子立绘/depth\depth_jiao_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
jin_jiao_elite_01,jin_jiao_elite,../out_dryrun_full\jin\jiao\elite\disciple_jin_jiao_elite_01.png,,金,狡黠,精英,女子,不对称半扎发,清晰下颌线,鎏金描边,20260746,../弟子立绘/pose\pose_jiao_女_stand.png,../弟子立绘/depth\depth_jiao_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
jin_jiao_top_01,jin_jiao_top,../out_dryrun_full\jin\jiao\top\disciple_jin_jiao_top_01.png,,金,狡黠,顶级,女子,不对称半扎发,清晰下颌线,木纹肌理,20260747,../弟子立绘/pose\pose_jiao_女_stand.png,../弟子立绘/depth\depth_jiao_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
mu_chen_common_01,mu_chen_common,../out_dryrun_full\mu\chen\common\disciple_mu_chen_common_01.png,,木,沉稳,普通,女子,束发嵌玉簪,立体颧骨,宝石嵌饰,20260748,../弟子立绘/pose\pose_chen_女_stand.png,../弟子立绘/depth\depth_chen_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
mu_chen_elite_01,mu_chen_elite,../out_dryrun_full\mu\chen\elite\disciple_mu_chen_elite_01.png,,木,沉稳,精英,女子,高束发加玄色发带,清晰下颌线,木纹肌理,20260749,../弟子立绘/pose\pose_chen_女_stand.png,../弟子立绘/depth\depth_chen_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
mu_chen_top_01,mu_chen_top,../out_dryrun_full\mu\chen\top\disciple_mu_chen_top_01.png,,木,沉稳,顶级,女子,半披发束于脑后,饱满天庭,银丝缠绕,20260750,../弟子立绘/pose\pose_chen_女_stand.png,../弟子立绘/depth\depth_chen_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
mu_huo2_common_01,mu_huo2_common,../out_dryrun_full\mu\huo2\common\disciple_mu_huo2_common_01.png,,木,活泼,普通,男子,松散双马尾,饱满天庭,木纹肌理,20260751,../弟子立绘/pose\pose_huo2_男_stand.png,../弟子立绘/depth\depth_huo2_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
mu_huo2_elite_01,mu_huo2_elite,../out_dryrun_full\mu\huo2\elite\disciple_mu_huo2_elite_01.png,,木,活泼,精英,男子,单髻歪扎缀小铃,清瘦面颊,银丝缠绕,20260752,../弟子立绘/pose\pose_huo2_男_stand.png,../弟子立绘/depth\depth_huo2_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
mu_huo2_top_01,mu_huo2_top,../out_dryrun_full\mu\huo2\top\disciple_mu_huo2_top_01.png,,木,活泼,顶级,男子,松散双马尾,高挺鼻梁,木纹肌理,20260753,../弟子立绘/pose\pose_huo2_男_stand.png,../弟子立绘/depth\depth_huo2_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
mu_gu_common_01,mu_gu_common,../out_dryrun_full\mu\gu\common\disciple_mu_gu_common_01.png,,木,孤傲,普通,女子,侧分长发垂落,清瘦面颊,镶玉点缀,20260754,../弟子立绘/pose\pose_gu_女_stand.png,../弟子立绘/depth\depth_gu_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
mu_gu_elite_01,mu_gu_elite,../out_dryrun_full\mu\gu\elite\disciple_mu_gu_elite_01.png,,木,孤傲,精英,女子,全束高马尾垂至腰,饱满天庭,宝石嵌饰,20260755,../弟子立绘/pose\pose_gu_女_stand.png,../弟子立绘/depth\depth_gu_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
mu_gu_top_01,mu_gu_top,../out_dryrun_full\mu\gu\top\disciple_mu_gu_top_01.png,,木,孤傲,顶级,女子,侧分长发垂落,清晰下颌线,银丝缠绕,20260756,../弟子立绘/pose\pose_gu_女_stand.png,../弟子立绘/depth\depth_gu_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
mu_bao_common_01,mu_bao_common,../out_dryrun_full\mu\bao\common\disciple_mu_bao_common_01.png,,木,暴躁,普通,男子,短发微乱带额发,饱满天庭,鎏金描边,20260757,../弟子立绘/pose\pose_bao_男_stand.png,../弟子立绘/depth\depth_bao_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
mu_bao_elite_01,mu_bao_elite,../out_dryrun_full\mu\bao\elite\disciple_mu_bao_elite_01.png,,木,暴躁,精英,男子,寸头额角一道旧痕,立体颧骨,银丝缠绕,20260758,../弟子立绘/pose\pose_bao_男_stand.png,../弟子立绘/depth\depth_bao_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
mu_bao_top_01,mu_bao_top,../out_dryrun_full\mu\bao\top\disciple_mu_bao_top_01.png,,木,暴躁,顶级,男子,寸头额角一道旧痕,清瘦面颊,镶玉点缀,20260759,../弟子立绘/pose\pose_bao_男_stand.png,../弟子立绘/depth\depth_bao_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
mu_wen_common_01,mu_wen_common,../out_dryrun_full\mu\wen\common\disciple_mu_wen_common_01.png,,木,温润,普通,女子,双辫垂肩,立体颧骨,木纹肌理,20260760,../弟子立绘/pose\pose_wen_女_stand.png,../弟子立绘/depth\depth_wen_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
mu_wen_elite_01,mu_wen_elite,../out_dryrun_full\mu\wen\elite\disciple_mu_wen_elite_01.png,,木,温润,精英,女子,双辫垂肩,立体颧骨,宝石嵌饰,20260761,../弟子立绘/pose\pose_wen_女_stand.png,../弟子立绘/depth\depth_wen_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
mu_wen_top_01,mu_wen_top,../out_dryrun_full\mu\wen\top\disciple_mu_wen_top_01.png,,木,温润,顶级,女子,双辫垂肩,饱满天庭,银丝缠绕,20260762,../弟子立绘/pose\pose_wen_女_stand.png,../弟子立绘/depth\depth_wen_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
mu_jiao_common_01,mu_jiao_common,../out_dryrun_full\mu\jiao\common\disciple_mu_jiao_common_01.png,,木,狡黠,普通,男子,高扎马尾斜挑,饱满天庭,镶玉点缀,20260763,../弟子立绘/pose\pose_jiao_男_stand.png,../弟子立绘/depth\depth_jiao_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
mu_jiao_elite_01,mu_jiao_elite,../out_dryrun_full\mu\jiao\elite\disciple_mu_jiao_elite_01.png,,木,狡黠,精英,男子,不对称半扎发,高挺鼻梁,木纹肌理,20260764,../弟子立绘/pose\pose_jiao_男_stand.png,../弟子立绘/depth\depth_jiao_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
mu_jiao_top_01,mu_jiao_top,../out_dryrun_full\mu\jiao\top\disciple_mu_jiao_top_01.png,,木,狡黠,顶级,男子,高扎马尾斜挑,立体颧骨,鎏金描边,20260765,../弟子立绘/pose\pose_jiao_男_stand.png,../弟子立绘/depth\depth_jiao_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
shui_chen_common_01,shui_chen_common,../out_dryrun_full\shui\chen\common\disciple_shui_chen_common_01.png,,水,沉稳,普通,男子,半披发束于脑后,立体颧骨,镶玉点缀,20260766,../弟子立绘/pose\pose_chen_男_stand.png,../弟子立绘/depth\depth_chen_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
shui_chen_elite_01,shui_chen_elite,../out_dryrun_full\shui\chen\elite\disciple_shui_chen_elite_01.png,,水,沉稳,精英,男子,高束发加玄色发带,清晰下颌线,宝石嵌饰,20260767,../弟子立绘/pose\pose_chen_男_stand.png,../弟子立绘/depth\depth_chen_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
shui_chen_top_01,shui_chen_top,../out_dryrun_full\shui\chen\top\disciple_shui_chen_top_01.png,,水,沉稳,顶级,男子,高束发加玄色发带,清瘦面颊,木纹肌理,20260768,../弟子立绘/pose\pose_chen_男_stand.png,../弟子立绘/depth\depth_chen_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
shui_huo2_common_01,shui_huo2_common,../out_dryrun_full\shui\huo2\common\disciple_shui_huo2_common_01.png,,水,活泼,普通,女子,单髻歪扎缀小铃,饱满天庭,宝石嵌饰,20260769,../弟子立绘/pose\pose_huo2_女_stand.png,../弟子立绘/depth\depth_huo2_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
shui_huo2_elite_01,shui_huo2_elite,../out_dryrun_full\shui\huo2\elite\disciple_shui_huo2_elite_01.png,,水,活泼,精英,女子,单髻歪扎缀小铃,清晰下颌线,木纹肌理,20260770,../弟子立绘/pose\pose_huo2_女_stand.png,../弟子立绘/depth\depth_huo2_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
shui_huo2_top_01,shui_huo2_top,../out_dryrun_full\shui\huo2\top\disciple_shui_huo2_top_01.png,,水,活泼,顶级,女子,单髻歪扎缀小铃,清瘦面颊,镶玉点缀,20260771,../弟子立绘/pose\pose_huo2_女_stand.png,../弟子立绘/depth\depth_huo2_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
shui_gu_common_01,shui_gu_common,../out_dryrun_full\shui\gu\common\disciple_shui_gu_common_01.png,,水,孤傲,普通,男子,全束高马尾垂至腰,立体颧骨,木纹肌理,20260772,../弟子立绘/pose\pose_gu_男_stand.png,../弟子立绘/depth\depth_gu_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
shui_gu_elite_01,shui_gu_elite,../out_dryrun_full\shui\gu\elite\disciple_shui_gu_elite_01.png,,水,孤傲,精英,男子,侧分长发垂落,饱满天庭,鎏金描边,20260773,../弟子立绘/pose\pose_gu_男_stand.png,../弟子立绘/depth\depth_gu_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
shui_gu_top_01,shui_gu_top,../out_dryrun_full\shui\gu\top\disciple_shui_gu_top_01.png,,水,孤傲,顶级,男子,低束发一缕额发,清瘦面颊,镶玉点缀,20260774,../弟子立绘/pose\pose_gu_男_stand.png,../弟子立绘/depth\depth_gu_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
shui_bao_common_01,shui_bao_common,../out_dryrun_full\shui\bao\common\disciple_shui_bao_common_01.png,,水,暴躁,普通,女子,半剃短发硬朗,高挺鼻梁,鎏金描边,20260775,../弟子立绘/pose\pose_bao_女_stand.png,../弟子立绘/depth\depth_bao_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
shui_bao_elite_01,shui_bao_elite,../out_dryrun_full\shui\bao\elite\disciple_shui_bao_elite_01.png,,水,暴躁,精英,女子,半剃短发硬朗,清晰下颌线,宝石嵌饰,20260776,../弟子立绘/pose\pose_bao_女_stand.png,../弟子立绘/depth\depth_bao_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
shui_bao_top_01,shui_bao_top,../out_dryrun_full\shui\bao\top\disciple_shui_bao_top_01.png,,水,暴躁,顶级,女子,寸头额角一道旧痕,立体颧骨,木纹肌理,20260777,../弟子立绘/pose\pose_bao_女_stand.png,../弟子立绘/depth\depth_bao_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
shui_wen_common_01,shui_wen_common,../out_dryrun_full\shui\wen\common\disciple_shui_wen_common_01.png,,水,温润,普通,男子,低挽发髻木簪斜插,饱满天庭,镶玉点缀,20260778,../弟子立绘/pose\pose_wen_男_stand.png,../弟子立绘/depth\depth_wen_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
shui_wen_elite_01,shui_wen_elite,../out_dryrun_full\shui\wen\elite\disciple_shui_wen_elite_01.png,,水,温润,精英,男子,低挽发髻木簪斜插,饱满天庭,鎏金描边,20260779,../弟子立绘/pose\pose_wen_男_stand.png,../弟子立绘/depth\depth_wen_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
shui_wen_top_01,shui_wen_top,../out_dryrun_full\shui\wen\top\disciple_shui_wen_top_01.png,,水,温润,顶级,男子,双辫垂肩,立体颧骨,银丝缠绕,20260780,../弟子立绘/pose\pose_wen_男_stand.png,../弟子立绘/depth\depth_wen_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
shui_jiao_common_01,shui_jiao_common,../out_dryrun_full\shui\jiao\common\disciple_shui_jiao_common_01.png,,水,狡黠,普通,女子,不对称半扎发,高挺鼻梁,镶玉点缀,20260781,../弟子立绘/pose\pose_jiao_女_stand.png,../弟子立绘/depth\depth_jiao_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
shui_jiao_elite_01,shui_jiao_elite,../out_dryrun_full\shui\jiao\elite\disciple_shui_jiao_elite_01.png,,水,狡黠,精英,女子,短卷发微蓬,饱满天庭,银丝缠绕,20260782,../弟子立绘/pose\pose_jiao_女_stand.png,../弟子立绘/depth\depth_jiao_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
shui_jiao_top_01,shui_jiao_top,../out_dryrun_full\shui\jiao\top\disciple_shui_jiao_top_01.png,,水,狡黠,顶级,女子,高扎马尾斜挑,饱满天庭,镶玉点缀,20260783,../弟子立绘/pose\pose_jiao_女_stand.png,../弟子立绘/depth\depth_jiao_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
huo_chen_common_01,huo_chen_common,../out_dryrun_full\huo\chen\common\disciple_huo_chen_common_01.png,,火,沉稳,普通,女子,半披发束于脑后,高挺鼻梁,镶玉点缀,20260784,../弟子立绘/pose\pose_chen_女_stand.png,../弟子立绘/depth\depth_chen_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
huo_chen_elite_01,huo_chen_elite,../out_dryrun_full\huo\chen\elite\disciple_huo_chen_elite_01.png,,火,沉稳,精英,女子,半披发束于脑后,清晰下颌线,宝石嵌饰,20260785,../弟子立绘/pose\pose_chen_女_stand.png,../弟子立绘/depth\depth_chen_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
huo_chen_top_01,huo_chen_top,../out_dryrun_full\huo\chen\top\disciple_huo_chen_top_01.png,,火,沉稳,顶级,女子,半披发束于脑后,高挺鼻梁,鎏金描边,20260786,../弟子立绘/pose\pose_chen_女_stand.png,../弟子立绘/depth\depth_chen_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
huo_huo2_common_01,huo_huo2_common,../out_dryrun_full\huo\huo2\common\disciple_huo_huo2_common_01.png,,火,活泼,普通,男子,单髻歪扎缀小铃,饱满天庭,银丝缠绕,20260787,../弟子立绘/pose\pose_huo2_男_stand.png,../弟子立绘/depth\depth_huo2_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
huo_huo2_elite_01,huo_huo2_elite,../out_dryrun_full\huo\huo2\elite\disciple_huo_huo2_elite_01.png,,火,活泼,精英,男子,松散双马尾,饱满天庭,镶玉点缀,20260788,../弟子立绘/pose\pose_huo2_男_stand.png,../弟子立绘/depth\depth_huo2_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
huo_huo2_top_01,huo_huo2_top,../out_dryrun_full\huo\huo2\top\disciple_huo_huo2_top_01.png,,火,活泼,顶级,男子,单髻歪扎缀小铃,高挺鼻梁,宝石嵌饰,20260789,../弟子立绘/pose\pose_huo2_男_stand.png,../弟子立绘/depth\depth_huo2_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
huo_gu_common_01,huo_gu_common,../out_dryrun_full\huo\gu\common\disciple_huo_gu_common_01.png,,火,孤傲,普通,女子,全束高马尾垂至腰,清晰下颌线,鎏金描边,20260790,../弟子立绘/pose\pose_gu_女_stand.png,../弟子立绘/depth\depth_gu_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
huo_gu_elite_01,huo_gu_elite,../out_dryrun_full\huo\gu\elite\disciple_huo_gu_elite_01.png,,火,孤傲,精英,女子,侧分长发垂落,高挺鼻梁,宝石嵌饰,20260791,../弟子立绘/pose\pose_gu_女_stand.png,../弟子立绘/depth\depth_gu_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
huo_gu_top_01,huo_gu_top,../out_dryrun_full\huo\gu\top\disciple_huo_gu_top_01.png,,火,孤傲,顶级,女子,低束发一缕额发,饱满天庭,鎏金描边,20260792,../弟子立绘/pose\pose_gu_女_stand.png,../弟子立绘/depth\depth_gu_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
huo_bao_common_01,huo_bao_common,../out_dryrun_full\huo\bao\common\disciple_huo_bao_common_01.png,,火,暴躁,普通,男子,短发微乱带额发,立体颧骨,银丝缠绕,20260793,../弟子立绘/pose\pose_bao_男_stand.png,../弟子立绘/depth\depth_bao_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
huo_bao_elite_01,huo_bao_elite,../out_dryrun_full\huo\bao\elite\disciple_huo_bao_elite_01.png,,火,暴躁,精英,男子,短发微乱带额发,清晰下颌线,鎏金描边,20260794,../弟子立绘/pose\pose_bao_男_stand.png,../弟子立绘/depth\depth_bao_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
huo_bao_top_01,huo_bao_top,../out_dryrun_full\huo\bao\top\disciple_huo_bao_top_01.png,,火,暴躁,顶级,男子,半剃短发硬朗,清瘦面颊,银丝缠绕,20260795,../弟子立绘/pose\pose_bao_男_stand.png,../弟子立绘/depth\depth_bao_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
huo_wen_common_01,huo_wen_common,../out_dryrun_full\huo\wen\common\disciple_huo_wen_common_01.png,,火,温润,普通,女子,侧分柔顺披发,清瘦面颊,银丝缠绕,20260796,../弟子立绘/pose\pose_wen_女_stand.png,../弟子立绘/depth\depth_wen_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
huo_wen_elite_01,huo_wen_elite,../out_dryrun_full\huo\wen\elite\disciple_huo_wen_elite_01.png,,火,温润,精英,女子,侧分柔顺披发,高挺鼻梁,木纹肌理,20260797,../弟子立绘/pose\pose_wen_女_stand.png,../弟子立绘/depth\depth_wen_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
huo_wen_top_01,huo_wen_top,../out_dryrun_full\huo\wen\top\disciple_huo_wen_top_01.png,,火,温润,顶级,女子,低挽发髻木簪斜插,清晰下颌线,鎏金描边,20260798,../弟子立绘/pose\pose_wen_女_stand.png,../弟子立绘/depth\depth_wen_女_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
huo_jiao_common_01,huo_jiao_common,../out_dryrun_full\huo\jiao\common\disciple_huo_jiao_common_01.png,,火,狡黠,普通,男子,短卷发微蓬,高挺鼻梁,镶玉点缀,20260799,../弟子立绘/pose\pose_jiao_男_stand.png,../弟子立绘/depth\depth_jiao_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
huo_jiao_elite_01,huo_jiao_elite,../out_dryrun_full\huo\jiao\elite\disciple_huo_jiao_elite_01.png,,火,狡黠,精英,男子,高扎马尾斜挑,高挺鼻梁,宝石嵌饰,20260800,../弟子立绘/pose\pose_jiao_男_stand.png,../弟子立绘/depth\depth_jiao_男_stand.png,0.6,,,skip:dryrun,skip:dryrun,0,,,,,,none,dryrun,dryrun,0.0
